"Game","Year","Genre","Publisher","na_sales","eu_sales","jp_sales","other_sales","global_sales","log_na_sales","log_eu_sales","log_jp_sales","log_other_sales","log_global_sales"
"Farming Simulator 17","2016","Simulation","Focus Home Interactive",0.19,0.52,0.01,0.13,0.85,0.173953307123438,0.418710334858185,0.00995033085316809,0.122217632724249,0.615185639090233
"The Crew 2","2018","Racing","Ubisoft",0.22,0.42,0.05,0.12,0.82,0.198850858745165,0.350656871613169,0.048790164169432,0.113328685307003,0.598836501088704
"Pro Evolution Soccer 2016","2015","Sports","Konami Digital Entertainment",0.14,0.43,0.14,0.1,0.82,0.131028262406404,0.357674444271816,0.131028262406404,0.0953101798043249,0.598836501088704
"ARK: Survival Evolved","2017","Action","Studio Wildcard",0.28,0.29,0.14,0.11,0.81,0.246860077931526,0.254642218373581,0.131028262406404,0.104360015324243,0.593326845277734
"Dragon Quest Heroes: The World's Tree Woe and the Blight Below","2015","Action","Square Enix",0.21,0.14,0.39,0.07,0.81,0.19062035960865,0.131028262406404,0.3293037471426,0.0676586484738149,0.593326845277734
"Assassin's Creed The Ezio Collection","2016","Action","Ubisoft",0.14,0.52,0.02,0.12,0.79,0.131028262406404,0.418710334858185,0.0198026272961797,0.113328685307003,0.582215619852664
"Final Fantasy XIV: A Realm Reborn","2014","MMO","Square Enix",0.35,0.23,0.08,0.12,0.79,0.300104592450338,0.207014169384326,0.0769610411361284,0.113328685307003,0.582215619852664
"Destiny: The Collection","2016","Shooter","Activision",0.24,0.4,0.02,0.12,0.78,0.215111379616945,0.336472236621213,0.0198026272961797,0.113328685307003,0.576613364303994
"F1 2016 (Codemasters)","2016","Racing","Codemasters",0.07,0.56,0.03,0.11,0.78,0.0676586484738149,0.444685821261446,0.0295588022415444,0.104360015324243,0.576613364303994
"Hitman (2016)","2017","Action","Square Enix",0.24,0.36,0.06,0.11,0.78,0.215111379616945,0.307484699747961,0.0582689081239758,0.104360015324243,0.576613364303994
"Pro Evolution Soccer 2015","2014","Sports","Konami Digital Entertainment",0.09,0.45,0.12,0.1,0.76,0.0861776962410524,0.371563556432483,0.113328685307003,0.0953101798043249,0.56531380905006
"LEGO City Undercover","2017","Platform","Warner Bros. Interactive Entertainment",0.17,0.46,0.01,0.12,0.75,0.157003748809665,0.378436435720245,0.00995033085316809,0.113328685307003,0.559615787935423
"Pro Evolution Soccer 2018","2017","Sports","Konami Digital Entertainment",0.12,0.36,0.19,0.09,0.75,0.113328685307003,0.307484699747961,0.173953307123438,0.0861776962410524,0.559615787935423
"Disney Infinity 2.0: Marvel Super Heroes","2014","Action-Adventure","Disney Interactive Studios",0.37,0.25,0,0.13,0.75,0.314810739840034,0.22314355131421,0,0.122217632724249,0.559615787935423
"Pro Evolution Soccer 2017","2016","Sports","Konami Digital Entertainment",0.08,0.41,0.18,0.09,0.75,0.0769610411361284,0.343589704390077,0.165514438477573,0.0861776962410524,0.559615787935423
"Sniper Elite 3","2014","Shooter","505 Games",0.25,0.37,0,0.12,0.74,0.22314355131421,0.314810739840034,0,0.113328685307003,0.553885113226438
"MLB 14 The Show","2014","Sports","Sony Computer Entertainment",0.59,0,0,0.14,0.73,0.46373401623214,0,0,0.131028262406404,0.548121408509688
"WipEout Omega Collection","2017","Racing","Sony Interactive Entertainment",0.12,0.49,0,0.11,0.72,0.113328685307003,0.398776119957368,0,0.104360015324243,0.542324290825362
"Deus Ex: Mankind Divided","2016","Role-Playing","Square Enix",0.25,0.34,0.01,0.12,0.72,0.22314355131421,0.29266961396282,0.00995033085316809,0.113328685307003,0.542324290825362
"The LEGO Movie Videogame","2014","Action-Adventure","Warner Bros. Interactive Entertainment",0.26,0.32,0.01,0.11,0.71,0.231111720963387,0.27763173659828,0.00995033085316809,0.104360015324243,0.536493370514568
"Marvel vs. Capcom: Infinite","2017","Fighting","Capcom",0.36,0.19,0.04,0.11,0.7,0.307484699747961,0.173953307123438,0.0392207131532813,0.104360015324243,0.53062825106217
"Dark Souls II","2015","Role-Playing","Namco Bandai Games",0.27,0.23,0.09,0.1,0.69,0.2390169004705,0.207014169384326,0.0861776962410524,0.0953101798043249,0.524728528934982
"Yakuza 6","2016","Adventure","Sega",0.16,0.1,0.38,0.05,0.69,0.148420005118273,0.0953101798043249,0.322083499169113,0.048790164169432,0.524728528934982
"F1 2015","2015","Racing","Codemasters",0.1,0.45,0.04,0.1,0.68,0.0953101798043249,0.371563556432483,0.0392207131532813,0.0953101798043249,0.518793793415168
"METRO 2033","2014","Shooter","Deep Silver",0.22,0.31,0.05,0.1,0.68,0.198850858745165,0.27002713721306,0.048790164169432,0.0953101798043249,0.518793793415168
"Rocksmith 2014","2014","Music","Ubisoft",0.38,0.17,0,0.12,0.67,0.322083499169113,0.157003748809665,0,0.113328685307003,0.512823626428664
"NHL 16","2015","Sports","EA Sports",0.38,0.16,0,0.12,0.66,0.322083499169113,0.148420005118273,0,0.113328685307003,0.506817602368452
"Plants vs Zombies: Garden Warfare","2014","Shooter","Electronic Arts",0.24,0.3,0.01,0.11,0.66,0.215111379616945,0.262364264467491,0.00995033085316809,0.104360015324243,0.506817602368452
"Tales of Berseria","2016","Role-Playing","Namco Bandai Games",0.22,0.1,0.26,0.07,0.65,0.198850858745165,0.0953101798043249,0.231111720963387,0.0676586484738149,0.500775287912489
"Yakuza Zero: The Place of Oath","2015","Adventure","Sega",0.22,0.16,0.19,0.08,0.65,0.198850858745165,0.148420005118273,0.173953307123438,0.0769610411361284,0.500775287912489
"One Piece: Burning Blood","2016","Fighting","Namco Bandai Games",0.21,0.26,0.09,0.09,0.65,0.19062035960865,0.231111720963387,0.0861776962410524,0.0861776962410524,0.500775287912489
"Batman: Return to Arkham","2016","Action","Warner Bros. Interactive Entertainment",0.15,0.39,0.01,0.1,0.64,0.139761942375159,0.3293037471426,0.00995033085316809,0.0953101798043249,0.494696241836107
"Plants vs. Zombies: Garden Warfare 2","2016","Shooter","Electronic Arts",0.22,0.31,0,0.1,0.63,0.198850858745165,0.27002713721306,0,0.0953101798043249,0.488580014818671
"LEGO The Hobbit","2014","Action-Adventure","Warner Bros. Interactive Entertainment",0.14,0.39,0,0.1,0.62,0.131028262406404,0.3293037471426,0,0.0953101798043249,0.482426149244293
"World of Final Fantasy","2016","Role-Playing","Square Enix",0.24,0.21,0.09,0.09,0.62,0.215111379616945,0.19062035960865,0.0861776962410524,0.0861776962410524,0.482426149244293
"F1 2017","2017","Racing","Koch Media",0.04,0.47,0.02,0.09,0.62,0.0392207131532813,0.385262400790645,0.0198026272961797,0.0861776962410524,0.482426149244293
"NHL 15","2014","Sports","EA Sports",0.32,0.19,0,0.11,0.62,0.27763173659828,0.173953307123438,0,0.104360015324243,0.482426149244293
"Knowledge is Power","2017","Party","Sony Interactive Entertainment",0.05,0.47,0,0.09,0.61,0.048790164169432,0.385262400790645,0,0.0861776962410524,0.476234178996372
"L.A. Noire","2017","Adventure","Rockstar Games",0.18,0.32,0,0.1,0.6,0.165514438477573,0.27763173659828,0,0.0953101798043249,0.470003629245736
"Hidden Agenda","2017","Adventure","Sony Interactive Entertainment",0.08,0.42,0,0.09,0.59,0.0769610411361284,0.350656871613169,0,0.0861776962410524,0.46373401623214
"Call of Duty: Modern Warfare Remastered","2017","Shooter","Activision",0.17,0.3,0.03,0.09,0.58,0.157003748809665,0.262364264467491,0.0295588022415444,0.0861776962410524,0.457424847038875
"Dragon Quest Builders: Revive Alefgard","2016","Role-Playing","Square Enix",0.12,0.17,0.24,0.06,0.58,0.113328685307003,0.157003748809665,0.215111379616945,0.0582689081239758,0.457424847038875
"The Lego Ninjago Movie Videogame","2017","Action","Warner Bros. Interactive Entertainment",0.16,0.32,0,0.09,0.57,0.148420005118273,0.27763173659828,0,0.0861776962410524,0.451075619360217
"Resident Evil: Revelations 2","2015","Action","Capcom",0.14,0.25,0.11,0.07,0.57,0.131028262406404,0.22314355131421,0.104360015324243,0.0676586484738149,0.451075619360217
"Rock Band 4","2015","Music","Harmonix Music Systems",0.41,0.06,0,0.1,0.57,0.343589704390077,0.0582689081239758,0,0.0953101798043249,0.451075619360217
"NHL 18","2017","Sports","EA Sports",0.31,0.16,0,0.1,0.57,0.27002713721306,0.148420005118273,0,0.0953101798043249,0.451075619360217
"Everybody's Golf","2017","Sports","Sony Interactive Entertainment",0.12,0.22,0.17,0.06,0.56,0.113328685307003,0.198850858745165,0.157003748809665,0.0582689081239758,0.444685821261446
"The Amazing Spider-Man 2 (2014)","2014","Action-Adventure","Activision",0.2,0.26,0.02,0.09,0.56,0.182321556793955,0.231111720963387,0.0198026272961797,0.0861776962410524,0.444685821261446
"DOOM VFR","2017","Shooter","Bethesda Softworks",0.22,0.25,0,0.09,0.56,0.198850858745165,0.22314355131421,0,0.0861776962410524,0.444685821261446
"Sonic Forces","2017","Platform","Sega",0.15,0.31,0.01,0.09,0.56,0.139761942375159,0.27002713721306,0.00995033085316809,0.0861776962410524,0.444685821261446
"Kingdom Come: Deliverance","2018","Role-Playing","Deep Silver",0.18,0.28,0,0.09,0.56,0.165514438477573,0.246860077931526,0,0.0861776962410524,0.444685821261446
"Lords of the Fallen","2014","Role-Playing","Square Enix",0.2,0.24,0.02,0.09,0.55,0.182321556793955,0.215111379616945,0.0198026272961797,0.0861776962410524,0.438254930931155
"Sniper Elite 4","2017","Shooter","Rebellion Developments",0.21,0.25,0,0.09,0.55,0.19062035960865,0.22314355131421,0,0.0861776962410524,0.438254930931155
"Rory McIlroy PGA Tour","2015","Sports","Electronic Arts",0.19,0.27,0,0.09,0.55,0.173953307123438,0.2390169004705,0,0.0861776962410524,0.438254930931155
"Project CARS 2","2017","Racing","Namco Bandai Games",0.1,0.35,0.02,0.08,0.55,0.0953101798043249,0.300104592450338,0.0198026272961797,0.0769610411361284,0.438254930931155
"Skylanders: Trap Team","2014","Platform","Activision",0.25,0.18,0,0.09,0.52,0.22314355131421,0.165514438477573,0,0.0861776962410524,0.418710334858185
"NHL 17","2016","Sports","EA Sports",0.32,0.11,0,0.09,0.52,0.27763173659828,0.104360015324243,0,0.0861776962410524,0.418710334858185
"One Piece: Pirate Warriors 3","2015","Action","Namco Bandai Games",0.11,0.22,0.11,0.06,0.52,0.104360015324243,0.198850858745165,0.104360015324243,0.0582689081239758,0.418710334858185
"DiRT Rally","2016","Racing","Codemasters",0.13,0.3,0,0.08,0.51,0.122217632724249,0.262364264467491,0,0.0769610411361284,0.412109650826833
"Homefront: The Revolution","2016","Shooter","Deep Silver",0.11,0.29,0.04,0.07,0.5,0.104360015324243,0.254642218373581,0.0392207131532813,0.0676586484738149,0.405465108108164
"Attack on Titan (KOEI)","2016","Action","Tecmo Koei",0.08,0.24,0.12,0.06,0.5,0.0769610411361284,0.215111379616945,0.113328685307003,0.0582689081239758,0.405465108108164
"DiRT 4","2017","Racing","Codemasters",0.1,0.3,0.02,0.07,0.49,0.0953101798043249,0.262364264467491,0.0198026272961797,0.0676586484738149,0.398776119957368
"Farpoint","2017","Shooter","Sony Interactive Entertainment",0,0.38,0.04,0.06,0.48,0,0.322083499169113,0.0392207131532813,0.0582689081239758,0.392042087776024
"Battleborn","2016","Shooter","2K Games",0.25,0.12,0.03,0.08,0.48,0.22314355131421,0.113328685307003,0.0295588022415444,0.0769610411361284,0.392042087776024
"A Way Out","2018","Action","Electronic Arts",0.23,0.16,0,0.08,0.48,0.207014169384326,0.148420005118273,0,0.0769610411361284,0.392042087776024
"Friday the 13th: The Game","2017","Action","Gun Media",0.29,0.09,0.03,0.08,0.48,0.254642218373581,0.0861776962410524,0.0295588022415444,0.0769610411361284,0.392042087776024
"The Walking Dead: A Telltale Games Series","2014","Adventure","Telltale Games",0.12,0.26,0.03,0.07,0.48,0.113328685307003,0.231111720963387,0.0295588022415444,0.0676586484738149,0.392042087776024
"Wolfenstein: The Old Blood","2015","Shooter","Bethesda Softworks",0.13,0.25,0.02,0.07,0.48,0.122217632724249,0.22314355131421,0.0198026272961797,0.0676586484738149,0.392042087776024
"Deadpool","2015","Action","Activision",0.26,0.13,0,0.08,0.47,0.231111720963387,0.122217632724249,0,0.0769610411361284,0.385262400790645
"Dragon Quest Heroes II: Twin Kings and the Prophecy's End","2016","Action","Square Enix",0.05,0.09,0.3,0.03,0.47,0.048790164169432,0.0861776962410524,0.262364264467491,0.0295588022415444,0.385262400790645
"TrackMania Turbo","2016","Racing","Ubisoft",0.04,0.35,0,0.07,0.47,0.0392207131532813,0.300104592450338,0,0.0676586484738149,0.385262400790645
"Knack 2","2017","Platform","Sony Interactive Entertainment",0.14,0.25,0.01,0.07,0.47,0.131028262406404,0.22314355131421,0.00995033085316809,0.0676586484738149,0.385262400790645
"Just Dance 2014","2013","Music","Ubisoft",0.21,0.18,0,0.08,0.47,0.19062035960865,0.165514438477573,0,0.0769610411361284,0.385262400790645
"Dissidia Final Fantasy NT","2018","Fighting","Square Enix",0.19,0.06,0.16,0.05,0.46,0.173953307123438,0.0582689081239758,0.148420005118273,0.048790164169432,0.378436435720245
"Skylanders: SuperChargers","2015","Action-Adventure","Activision",0.29,0.09,0,0.08,0.45,0.254642218373581,0.0861776962410524,0,0.0769610411361284,0.371563556432483
"Yakuza Kiwami","2016","Adventure","Sega",0.13,0.07,0.21,0.04,0.45,0.122217632724249,0.0676586484738149,0.19062035960865,0.0392207131532813,0.371563556432483
"Tales of Zestiria","2015","Role-Playing","Namco Bandai Games",0.18,0.16,0.04,0.07,0.45,0.165514438477573,0.148420005118273,0.0392207131532813,0.0676586484738149,0.371563556432483
"Star Ocean 5: Integrity and Faithlessness","2016","Role-Playing","Square Enix",0.1,0.13,0.16,0.05,0.45,0.0953101798043249,0.122217632724249,0.148420005118273,0.048790164169432,0.371563556432483
"Sleeping Dogs","2014","Action","Square Enix",0.16,0.21,0,0.07,0.44,0.148420005118273,0.19062035960865,0,0.0676586484738149,0.364643113587909
"Skylanders SWAP Force","2013","Misc","Activision",0.23,0.14,0,0.08,0.44,0.207014169384326,0.131028262406404,0,0.0769610411361284,0.364643113587909
"Skylanders Imaginators","2016","Platform","Activision",0.18,0.18,0,0.07,0.43,0.165514438477573,0.165514438477573,0,0.0676586484738149,0.357674444271816
"Trials Fusion","2014","Misc","Ubisoft",0.13,0.23,0.01,0.07,0.43,0.122217632724249,0.207014169384326,0.00995033085316809,0.0676586484738149,0.357674444271816
"Saints Row IV","2015","Action","Deep Silver",0.15,0.18,0.03,0.06,0.42,0.139761942375159,0.165514438477573,0.0295588022415444,0.0582689081239758,0.350656871613169
"Dishonored","2015","Action","Bethesda Softworks",0.12,0.21,0.02,0.06,0.42,0.113328685307003,0.19062035960865,0.0198026272961797,0.0582689081239758,0.350656871613169
"Mirror's Edge 2","2016","Platform","Electronic Arts",0.13,0.19,0.03,0.06,0.42,0.122217632724249,0.173953307123438,0.0295588022415444,0.0582689081239758,0.350656871613169
"Farming Simulator 2015","2015","Simulation","Koch Media",0.13,0.22,0,0.07,0.41,0.122217632724249,0.198850858745165,0,0.0676586484738149,0.343589704390077
"Just Dance 2015","2014","Music","Ubisoft",0.21,0.13,0,0.07,0.41,0.19062035960865,0.122217632724249,0,0.0676586484738149,0.343589704390077
"Sword Art Online: Hollow Realization","2016","Role-Playing","Namco Bandai Games",0.18,0.06,0.12,0.05,0.41,0.165514438477573,0.0582689081239758,0.113328685307003,0.048790164169432,0.343589704390077
"Just Dance 2016","2015","Music","Ubisoft",0.19,0.13,0,0.07,0.39,0.173953307123438,0.122217632724249,0,0.0676586484738149,0.3293037471426
"Batman: Arkham VR","2016","Action","Warner Bros. Interactive Entertainment",0.32,0,0,0.07,0.39,0.27763173659828,0,0,0.0676586484738149,0.3293037471426
"Little Nightmares","2017","Platform","Namco Bandai Games",0.18,0.12,0.02,0.06,0.39,0.165514438477573,0.113328685307003,0.0198026272961797,0.0582689081239758,0.3293037471426
"Tropico 5","2015","Simulation","Kalypso Media",0.07,0.18,0.08,0.05,0.38,0.0676586484738149,0.165514438477573,0.0769610411361284,0.048790164169432,0.322083499169113
"Life is Strange","2016","Adventure","Square Enix",0.11,0.16,0.05,0.05,0.37,0.104360015324243,0.148420005118273,0.048790164169432,0.048790164169432,0.314810739840034
"Resident Evil Zero","2016","Action-Adventure","Capcom",0.07,0.18,0.07,0.05,0.37,0.0676586484738149,0.165514438477573,0.0676586484738149,0.048790164169432,0.314810739840034
"Yakuza Kiwami 2","2017","Action","Sega",0.08,0.06,0.19,0.03,0.37,0.0769610411361284,0.0582689081239758,0.173953307123438,0.0295588022415444,0.314810739840034
"Vampyr","2018","Role-Playing","Focus Home Interactive",0.12,0.19,0,0.06,0.37,0.113328685307003,0.173953307123438,0,0.0582689081239758,0.314810739840034
"Okami","2017","Action","Capcom",0.16,0.12,0.03,0.06,0.36,0.148420005118273,0.113328685307003,0.0295588022415444,0.0582689081239758,0.307484699747961
"Sniper: Ghost Warrior 3","2017","Shooter","City Interactive",0.14,0.15,0.03,0.06,0.36,0.131028262406404,0.139761942375159,0.0295588022415444,0.0582689081239758,0.307484699747961
"Hokuto ga Gotoku","2018","Action","Sega",0.09,0.05,0.18,0.03,0.36,0.0861776962410524,0.048790164169432,0.165514438477573,0.0295588022415444,0.307484699747961
"Sword Art Online: Lost Song","2015","Role-Playing","Namco Bandai Games",0.19,0.11,0,0.06,0.36,0.173953307123438,0.104360015324243,0,0.0582689081239758,0.307484699747961
"Disgaea 5: Alliance of Vengeance","2015","Role-Playing","NIS America",0.15,0.08,0.07,0.05,0.35,0.139761942375159,0.0769610411361284,0.0676586484738149,0.048790164169432,0.300104592450338
"Dead or Alive 5","2015","Fighting","Tecmo Koei",0.09,0.13,0.09,0.04,0.35,0.0861776962410524,0.122217632724249,0.0861776962410524,0.0392207131532813,0.300104592450338
"Gravity Rush 2","2017","Action-Adventure","Sony Interactive Entertainment",0.13,0.05,0.13,0.04,0.35,0.122217632724249,0.048790164169432,0.122217632724249,0.0392207131532813,0.300104592450338
"Odin Sphere: Leifthrasir","2016","Role-Playing","NIS America",0.14,0.07,0.09,0.04,0.34,0.131028262406404,0.0676586484738149,0.0861776962410524,0.0392207131532813,0.29266961396282
"Divinity: Original Sin","2015","Role-Playing","Focus Home Interactive",0.13,0.13,0.04,0.05,0.34,0.122217632724249,0.122217632724249,0.0392207131532813,0.048790164169432,0.29266961396282
"The King of Fighters XIV","2016","Fighting","Deep Silver",0.21,0.02,0.06,0.05,0.34,0.19062035960865,0.0198026272961797,0.0582689081239758,0.048790164169432,0.29266961396282
"Dishonored: Death of the Outsider","2017","Action","Bethesda Softworks",0.1,0.18,0,0.05,0.33,0.0953101798043249,0.165514438477573,0,0.048790164169432,0.285178942233662
"Valkyria Chronicles","2016","Role-Playing","Sega",0.14,0.08,0.08,0.04,0.33,0.131028262406404,0.0769610411361284,0.0769610411361284,0.0392207131532813,0.285178942233662
"Murdered: Soul Suspect","2014","Action-Adventure","Square Enix",0.09,0.17,0.02,0.05,0.33,0.0861776962410524,0.157003748809665,0.0198026272961797,0.048790164169432,0.285178942233662
"Payday 2","2015","Shooter","505 Games",0.12,0.14,0,0.05,0.32,0.113328685307003,0.131028262406404,0,0.048790164169432,0.27763173659828
"UEFA Euro 2016","2016","Sports","Konami Digital Entertainment",0,0.22,0.05,0.04,0.31,0,0.198850858745165,0.048790164169432,0.0392207131532813,0.27002713721306
"DmC: Devil May Cry","2015","Action","Capcom",0.12,0.13,0,0.05,0.31,0.113328685307003,0.122217632724249,0,0.048790164169432,0.27002713721306
"Sonic Mania","2017","Platform","Sega",0.1,0.15,0.01,0.05,0.31,0.0953101798043249,0.139761942375159,0.00995033085316809,0.048790164169432,0.27002713721306
"J Stars Victory Vs.","2015","Fighting","Namco Bandai Games",0.11,0.14,0,0.05,0.31,0.104360015324243,0.131028262406404,0,0.048790164169432,0.27002713721306
"XCOM 2","2016","Strategy","2K Games",0.16,0.1,0,0.05,0.31,0.148420005118273,0.0953101798043249,0,0.048790164169432,0.27002713721306
"Dynasty Warriors 8: Xtreme Legends","2014","Misc","Tecmo Koei",0.09,0.12,0.06,0.04,0.31,0.0861776962410524,0.113328685307003,0.0582689081239758,0.0392207131532813,0.27002713721306
"Cities: Skylines","2017","Simulation","Koch Media",0.15,0.07,0.04,0.05,0.3,0.139761942375159,0.0676586484738149,0.0392207131532813,0.048790164169432,0.262364264467491
"Saint Seiya: Soldiers' Soul","2015","Fighting","Namco Bandai Games",0,0.21,0.05,0.04,0.3,0,0.19062035960865,0.048790164169432,0.0392207131532813,0.262364264467491
"Just Dance 2018","2017","Music","Ubisoft",0.1,0.15,0,0.05,0.3,0.0953101798043249,0.139761942375159,0,0.048790164169432,0.262364264467491
"The Walking Dead: Season Two","2014","Misc","Square Enix",0.13,0.09,0.03,0.05,0.3,0.122217632724249,0.0861776962410524,0.0295588022415444,0.048790164169432,0.262364264467491
"Sword Art Online: Fatal Bullet","2018","Role-Playing","Namco Bandai Games",0.11,0.03,0.13,0.03,0.29,0.104360015324243,0.0295588022415444,0.122217632724249,0.0295588022415444,0.254642218373581
"Naruto to Boruto: Shinobi Striker","2018","Action","Bandai Namco Games",0.19,0.03,0.02,0.05,0.29,0.173953307123438,0.0295588022415444,0.0198026272961797,0.048790164169432,0.254642218373581
"Yooka-Laylee","2017","Platform","Sold Out",0.09,0.16,0,0.05,0.29,0.0861776962410524,0.148420005118273,0,0.048790164169432,0.254642218373581
"Cars 3: Driven to Win","2017","Racing","Warner Bros. Interactive Entertainment",0.06,0.18,0.01,0.04,0.29,0.0582689081239758,0.165514438477573,0.00995033085316809,0.0392207131532813,0.254642218373581
"Metal Gear Solid V: The Definitive Experience","2016","Action","Konami Digital Entertainment",0.13,0.08,0.03,0.04,0.29,0.122217632724249,0.0769610411361284,0.0295588022415444,0.0392207131532813,0.254642218373581
"Sherlock Holmes: Crimes & Punishments","2014","Adventure","Focus Home Interactive",0.1,0.14,0,0.05,0.29,0.0953101798043249,0.131028262406404,0,0.048790164169432,0.254642218373581
"Star Trek Bridge Crew VR","2017","Action","Ubisoft",0.11,0.12,0,0.05,0.28,0.104360015324243,0.113328685307003,0,0.048790164169432,0.246860077931526
"The Heavy Rain and Beyond: Two Souls Collection","2016","Action","Sony Computer Entertainment",0,0.24,0,0.04,0.28,0,0.215111379616945,0,0.0392207131532813,0.246860077931526
"Spintires: MudRunner","2017","Simulation","Focus Home Interactive",0.11,0.12,0,0.05,0.28,0.104360015324243,0.113328685307003,0,0.048790164169432,0.246860077931526
"Onechanbara Z2: Chaos","2014","Action","NIS America",0.16,0.03,0.05,0.04,0.28,0.148420005118273,0.0295588022415444,0.048790164169432,0.0392207131532813,0.246860077931526
"Secret of Mana","2018","Role-Playing","Square Enix",0.06,0.12,0.05,0.04,0.28,0.0582689081239758,0.113328685307003,0.048790164169432,0.0392207131532813,0.246860077931526
"Gundam Versus","2017","Action","Namco Bandai Games",0.08,0,0.18,0.02,0.28,0.0769610411361284,0,0.165514438477573,0.0198026272961797,0.246860077931526
"NBA Live 14","2013","Sports","EA Sports",0.17,0.05,0,0.05,0.27,0.157003748809665,0.048790164169432,0,0.048790164169432,0.2390169004705
"Bravo Team VR","2018","Shooter","Sony Interactive Entertainment",0.12,0.09,0.02,0.04,0.27,0.113328685307003,0.0861776962410524,0.0198026272961797,0.0392207131532813,0.2390169004705
"Killing Floor 2 ","2016","Shooter","Tripwire Interactive",0.19,0.03,0,0.05,0.27,0.173953307123438,0.0295588022415444,0,0.048790164169432,0.2390169004705
"Robinson: The Journey","2016","Action-Adventure","Sony Interactive Entertainment",0.14,0.09,0,0.05,0.27,0.131028262406404,0.0861776962410524,0,0.048790164169432,0.2390169004705
"DriveClub VR","2016","Racing","Sony Interactive Entertainment",0.12,0.09,0.01,0.04,0.27,0.113328685307003,0.0861776962410524,0.00995033085316809,0.0392207131532813,0.2390169004705
"Fate/Extella: The Umbral Star","2016","Action","PQube",0.12,0,0.12,0.03,0.27,0.113328685307003,0,0.113328685307003,0.0295588022415444,0.2390169004705
"Ultimate Marvel vs. Capcom 3","2017","Fighting","Capcom",0.19,0,0.02,0.04,0.26,0.173953307123438,0,0.0198026272961797,0.0392207131532813,0.231111720963387
"New Danganronpa V3: Minna no Koroshiai Shin Gakki","2017","Adventure","NIS America",0.09,0.05,0.07,0.03,0.25,0.0861776962410524,0.048790164169432,0.0676586484738149,0.0295588022415444,0.22314355131421
"Samurai Warriors 4","2014","Fighting","Tecmo Koei",0.08,0.07,0.06,0.03,0.25,0.0769610411361284,0.0676586484738149,0.0582689081239758,0.0295588022415444,0.22314355131421
"Darksiders III","2018","Action","THQ Nordic",0.13,0.07,0,0.04,0.25,0.122217632724249,0.0676586484738149,0,0.0392207131532813,0.22314355131421
"NBA Live 15","2014","Sports","Electronic Arts",0.16,0.04,0,0.04,0.25,0.148420005118273,0.0392207131532813,0,0.0392207131532813,0.22314355131421
"NBA Live 18","2017","Sports","EA Sports",0.2,0,0,0.05,0.24,0.182321556793955,0,0,0.048790164169432,0.215111379616945
"Tearaway Unfolded","2015","Platform","Sony Computer Entertainment",0.07,0.13,0,0.04,0.24,0.0676586484738149,0.122217632724249,0,0.0392207131532813,0.215111379616945
".hack//G.U. Last Recode","2017","Role-Playing","Namco Bandai Games",0.1,0.04,0.08,0.03,0.24,0.0953101798043249,0.0392207131532813,0.0769610411361284,0.0295588022415444,0.215111379616945
"Ride","2015","Racing","Milestone S.r.l.",0.04,0.13,0.03,0.03,0.24,0.0392207131532813,0.122217632724249,0.0295588022415444,0.0295588022415444,0.215111379616945
"Just Dance 2017","2016","Misc","Ubisoft",0.08,0.12,0,0.04,0.24,0.0769610411361284,0.113328685307003,0,0.0392207131532813,0.215111379616945
"The Escapists 2","2017","Action","Sold Out",0.04,0.16,0,0.04,0.24,0.0392207131532813,0.148420005118273,0,0.0392207131532813,0.215111379616945
"Transformers: Devastation","2015","Action","Activision",0.11,0.09,0,0.04,0.24,0.104360015324243,0.0861776962410524,0,0.0392207131532813,0.215111379616945
"Darksiders II","2015","Action-Adventure","Nordic Games",0.1,0.1,0,0.04,0.24,0.0953101798043249,0.0953101798043249,0,0.0392207131532813,0.215111379616945
"Jikkyou Powerful Pro Baseball 2016","2016","Sports","Konami Digital Entertainment",0,0,0.24,0,0.24,0,0,0.215111379616945,0,0.215111379616945
"The Elder Scrolls Online: Morrowind","2017","MMO","Bethesda Softworks",0.11,0.09,0,0.04,0.24,0.104360015324243,0.0861776962410524,0,0.0392207131532813,0.215111379616945
"Digimon World: Next Order","2017","Role-Playing","Namco Bandai Games",0.13,0.05,0.02,0.04,0.24,0.122217632724249,0.048790164169432,0.0198026272961797,0.0392207131532813,0.215111379616945
"theHunter: Call of the Wild","2017","Shooter","Astragon",0.19,0,0,0.04,0.24,0.173953307123438,0,0,0.0392207131532813,0.215111379616945
"Tony Hawk's Pro Skater 5","2015","Sports","Activision",0.11,0.08,0,0.04,0.23,0.104360015324243,0.0769610411361284,0,0.0392207131532813,0.207014169384326
"Angry Birds: Star Wars","2013","Puzzle","Activision",0.11,0.09,0,0.04,0.23,0.104360015324243,0.0861776962410524,0,0.0392207131532813,0.207014169384326
"Elex","2017","Role-Playing","THQ Nordic",0.03,0.16,0,0.04,0.23,0.0295588022415444,0.148420005118273,0,0.0392207131532813,0.207014169384326
"RIGS: Mechanized Combat League","2016","Action","Sony Interactive Entertainment",0.11,0.06,0.02,0.04,0.23,0.104360015324243,0.0582689081239758,0.0198026272961797,0.0392207131532813,0.207014169384326
"Transformer: Rise of the Dark Spark","2014","Shooter","Activision",0.08,0.11,0.01,0.04,0.23,0.0769610411361284,0.104360015324243,0.00995033085316809,0.0392207131532813,0.207014169384326
