"Mean_Log_NA","Median_Log_NA","SD_Log_NA","Mean_Log_JP","Median_Log_JP","SD_Log_JP","Mean_Log_EU","Median_Log_EU","SD_Log_EU","Mean_Log_Other","Median_Log_Other","SD_Log_Other"
0.134548829319048,0.0198026272961797,0.272929903063336,0.0295873048005755,0,0.0759598524425557,0.145595954552032,0,0.319990225613935,0.0693931464952775,0.00995033085316809,0.159284592665374
