"Mean_NA","Median_NA","SD_NA","Mean_JP","Median_JP","SD_JP","Mean_EU","Median_EU","SD_EU","Mean_Other","Median_Other","SD_Other"
0.204613152804642,0.02,0.563471207606624,0.0336363636363636,0,0.108343718545357,0.248713733075435,0,0.785491496984183,0.0890135396518375,0.01,0.249410134340521
